model_id,model_name,election_date,datasource_weight,model_time_interval,model_time_distance,model_time_id,GT_end_date,GT_start_date,GT_identifier,election,model_time_period_color,parties,data_election,data_election_previous,name_GT_datasets,GT_keywords,data_GT_year,predictions_Infratest,predictions_Forsa,predictions_Kantar,predictions_FGW,predictions_Allens,predictions_GT,predictions_GT_election_weight,Weight_Model_2,Poll_dates_weekly_weighting,GT_data_weekly_weighting,predicitons_GT_weekly_polls,predicitons_GT_weekly_polls_mean,predictions
126,M_174_2017_int_91_days_dist_101_days_Forsa,2017-09-24,Forsa,7862400s (~13 weeks),101d 0H 0M 0S,days,2017-06-15,2017-03-16,2017-03-16-2017-06-15,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
127,M_175_2017_int_7_days_dist_1_days_Kantar,2017-09-24,Kantar,604800s (~1 weeks),1d 0H 0M 0S,days,2017-09-23,2017-09-16,2017-09-16-2017-09-23,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
128,M_176_2017_int_7_days_dist_51_days_Kantar,2017-09-24,Kantar,604800s (~1 weeks),51d 0H 0M 0S,days,2017-08-04,2017-07-28,2017-07-28-2017-08-04,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
129,M_177_2017_int_7_days_dist_101_days_Kantar,2017-09-24,Kantar,604800s (~1 weeks),101d 0H 0M 0S,days,2017-06-15,2017-06-08,2017-06-08-2017-06-15,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
130,M_178_2017_int_91_days_dist_1_days_Kantar,2017-09-24,Kantar,7862400s (~13 weeks),1d 0H 0M 0S,days,2017-09-23,2017-06-24,2017-06-24-2017-09-23,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
131,M_179_2017_int_91_days_dist_51_days_Kantar,2017-09-24,Kantar,7862400s (~13 weeks),51d 0H 0M 0S,days,2017-08-04,2017-05-05,2017-05-05-2017-08-04,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
132,M_180_2017_int_91_days_dist_101_days_Kantar,2017-09-24,Kantar,7862400s (~13 weeks),101d 0H 0M 0S,days,2017-06-15,2017-03-16,2017-03-16-2017-06-15,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
133,M_181_2017_int_7_days_dist_1_days_FGW,2017-09-24,FGW,604800s (~1 weeks),1d 0H 0M 0S,days,2017-09-23,2017-09-16,2017-09-16-2017-09-23,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
134,M_182_2017_int_7_days_dist_51_days_FGW,2017-09-24,FGW,604800s (~1 weeks),51d 0H 0M 0S,days,2017-08-04,2017-07-28,2017-07-28-2017-08-04,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
135,M_183_2017_int_7_days_dist_101_days_FGW,2017-09-24,FGW,604800s (~1 weeks),101d 0H 0M 0S,days,2017-06-15,2017-06-08,2017-06-08-2017-06-15,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
136,M_184_2017_int_91_days_dist_1_days_FGW,2017-09-24,FGW,7862400s (~13 weeks),1d 0H 0M 0S,days,2017-09-23,2017-06-24,2017-06-24-2017-09-23,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
137,M_185_2017_int_91_days_dist_51_days_FGW,2017-09-24,FGW,7862400s (~13 weeks),51d 0H 0M 0S,days,2017-08-04,2017-05-05,2017-05-05-2017-08-04,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
138,M_186_2017_int_91_days_dist_101_days_FGW,2017-09-24,FGW,7862400s (~13 weeks),101d 0H 0M 0S,days,2017-06-15,2017-03-16,2017-03-16-2017-06-15,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
139,M_187_2017_int_7_days_dist_1_days_Allens,2017-09-24,Allens,604800s (~1 weeks),1d 0H 0M 0S,days,2017-09-23,2017-09-16,2017-09-16-2017-09-23,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
140,M_188_2017_int_7_days_dist_51_days_Allens,2017-09-24,Allens,604800s (~1 weeks),51d 0H 0M 0S,days,2017-08-04,2017-07-28,2017-07-28-2017-08-04,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
141,M_189_2017_int_7_days_dist_101_days_Allens,2017-09-24,Allens,604800s (~1 weeks),101d 0H 0M 0S,days,2017-06-15,2017-06-08,2017-06-08-2017-06-15,"24 Sep, 2017",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
142,M_190_2017_int_91_days_dist_1_days_Allens,2017-09-24,Allens,7862400s (~13 weeks),1d 0H 0M 0S,days,2017-09-23,2017-06-24,2017-06-24-2017-09-23,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
143,M_191_2017_int_91_days_dist_51_days_Allens,2017-09-24,Allens,7862400s (~13 weeks),51d 0H 0M 0S,days,2017-08-04,2017-05-05,2017-05-05-2017-08-04,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
144,M_192_2017_int_91_days_dist_101_days_Allens,2017-09-24,Allens,7862400s (~13 weeks),101d 0H 0M 0S,days,2017-06-15,2017-03-16,2017-03-16-2017-06-15,"24 Sep, 2017",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
145,M_193_2021_int_7_days_dist_1_days_GT,2021-09-26,GT,604800s (~1 weeks),1d 0H 0M 0S,days,2021-09-25,2021-09-18,2021-09-18-2021-09-25,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
146,M_194_2021_int_7_days_dist_51_days_GT,2021-09-26,GT,604800s (~1 weeks),51d 0H 0M 0S,days,2021-08-06,2021-07-30,2021-07-30-2021-08-06,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
147,M_195_2021_int_7_days_dist_101_days_GT,2021-09-26,GT,604800s (~1 weeks),101d 0H 0M 0S,days,2021-06-17,2021-06-10,2021-06-10-2021-06-17,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
148,M_196_2021_int_91_days_dist_1_days_GT,2021-09-26,GT,7862400s (~13 weeks),1d 0H 0M 0S,days,2021-09-25,2021-06-26,2021-06-26-2021-09-25,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
149,M_197_2021_int_91_days_dist_51_days_GT,2021-09-26,GT,7862400s (~13 weeks),51d 0H 0M 0S,days,2021-08-06,2021-05-07,2021-05-07-2021-08-06,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
150,M_198_2021_int_91_days_dist_101_days_GT,2021-09-26,GT,7862400s (~13 weeks),101d 0H 0M 0S,days,2021-06-17,2021-03-18,2021-03-18-2021-06-17,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
151,M_199_2021_int_7_days_dist_1_days_GT_election_weight,2021-09-26,GT + election weight,604800s (~1 weeks),1d 0H 0M 0S,days,2021-09-25,2021-09-18,2021-09-18-2021-09-25,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
152,M_200_2021_int_7_days_dist_51_days_GT_election_weight,2021-09-26,GT + election weight,604800s (~1 weeks),51d 0H 0M 0S,days,2021-08-06,2021-07-30,2021-07-30-2021-08-06,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
153,M_201_2021_int_7_days_dist_101_days_GT_election_weight,2021-09-26,GT + election weight,604800s (~1 weeks),101d 0H 0M 0S,days,2021-06-17,2021-06-10,2021-06-10-2021-06-17,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
154,M_202_2021_int_91_days_dist_1_days_GT_election_weight,2021-09-26,GT + election weight,7862400s (~13 weeks),1d 0H 0M 0S,days,2021-09-25,2021-06-26,2021-06-26-2021-09-25,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
155,M_203_2021_int_91_days_dist_51_days_GT_election_weight,2021-09-26,GT + election weight,7862400s (~13 weeks),51d 0H 0M 0S,days,2021-08-06,2021-05-07,2021-05-07-2021-08-06,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
156,M_204_2021_int_91_days_dist_101_days_GT_election_weight,2021-09-26,GT + election weight,7862400s (~13 weeks),101d 0H 0M 0S,days,2021-06-17,2021-03-18,2021-03-18-2021-06-17,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
157,M_205_2021_int_7_days_dist_1_days_GT_weekly_polls_weight,2021-09-26,GT + weekly polls weight,604800s (~1 weeks),1d 0H 0M 0S,days,2021-09-25,2021-09-18,2021-09-18-2021-09-25,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
158,M_206_2021_int_7_days_dist_51_days_GT_weekly_polls_weight,2021-09-26,GT + weekly polls weight,604800s (~1 weeks),51d 0H 0M 0S,days,2021-08-06,2021-07-30,2021-07-30-2021-08-06,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
159,M_207_2021_int_7_days_dist_101_days_GT_weekly_polls_weight,2021-09-26,GT + weekly polls weight,604800s (~1 weeks),101d 0H 0M 0S,days,2021-06-17,2021-06-10,2021-06-10-2021-06-17,"26 Sep, 2021",0.229979466119097 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
160,M_208_2021_int_91_days_dist_1_days_GT_weekly_polls_weight,2021-09-26,GT + weekly polls weight,7862400s (~13 weeks),1d 0H 0M 0S,days,2021-09-25,2021-06-26,2021-06-26-2021-09-25,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
161,M_209_2021_int_91_days_dist_51_days_GT_weekly_polls_weight,2021-09-26,GT + weekly polls weight,7862400s (~13 weeks),51d 0H 0M 0S,days,2021-08-06,2021-05-07,2021-05-07-2021-08-06,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
162,M_210_2021_int_91_days_dist_101_days_GT_weekly_polls_weight,2021-09-26,GT + weekly polls weight,7862400s (~13 weeks),101d 0H 0M 0S,days,2021-06-17,2021-03-18,2021-03-18-2021-06-17,"26 Sep, 2021",2.98973305954825 month(s),,,,,"c(""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""Linke + Janine Wissler + Dietmar Bartsch"", ""FDP + Christian Lindner""); c(""Alice Weidel + Tino Chrupalla + Afd"", ""CDU + CSU + Armin Laschet"", ""SPD + Olaf Scholz"", ""Annalena Baerbock + Grüne"", ""FDP + Christian Lindner"")",,,,,,,,,,,,,,
163,M_211_2021_int_7_days_dist_1_days_Infratest,2021-09-26,Infratest,604800s (~1 weeks),1d 0H 0M 0S,days,2021-09-25,2021-09-18,2021-09-18-2021-09-25,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
164,M_212_2021_int_7_days_dist_51_days_Infratest,2021-09-26,Infratest,604800s (~1 weeks),51d 0H 0M 0S,days,2021-08-06,2021-07-30,2021-07-30-2021-08-06,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
165,M_213_2021_int_7_days_dist_101_days_Infratest,2021-09-26,Infratest,604800s (~1 weeks),101d 0H 0M 0S,days,2021-06-17,2021-06-10,2021-06-10-2021-06-17,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
166,M_214_2021_int_91_days_dist_1_days_Infratest,2021-09-26,Infratest,7862400s (~13 weeks),1d 0H 0M 0S,days,2021-09-25,2021-06-26,2021-06-26-2021-09-25,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
167,M_215_2021_int_91_days_dist_51_days_Infratest,2021-09-26,Infratest,7862400s (~13 weeks),51d 0H 0M 0S,days,2021-08-06,2021-05-07,2021-05-07-2021-08-06,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
168,M_216_2021_int_91_days_dist_101_days_Infratest,2021-09-26,Infratest,7862400s (~13 weeks),101d 0H 0M 0S,days,2021-06-17,2021-03-18,2021-03-18-2021-06-17,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
169,M_217_2021_int_7_days_dist_1_days_Forsa,2021-09-26,Forsa,604800s (~1 weeks),1d 0H 0M 0S,days,2021-09-25,2021-09-18,2021-09-18-2021-09-25,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
170,M_218_2021_int_7_days_dist_51_days_Forsa,2021-09-26,Forsa,604800s (~1 weeks),51d 0H 0M 0S,days,2021-08-06,2021-07-30,2021-07-30-2021-08-06,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
171,M_219_2021_int_7_days_dist_101_days_Forsa,2021-09-26,Forsa,604800s (~1 weeks),101d 0H 0M 0S,days,2021-06-17,2021-06-10,2021-06-10-2021-06-17,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
172,M_220_2021_int_91_days_dist_1_days_Forsa,2021-09-26,Forsa,7862400s (~13 weeks),1d 0H 0M 0S,days,2021-09-25,2021-06-26,2021-06-26-2021-09-25,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
173,M_221_2021_int_91_days_dist_51_days_Forsa,2021-09-26,Forsa,7862400s (~13 weeks),51d 0H 0M 0S,days,2021-08-06,2021-05-07,2021-05-07-2021-08-06,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
174,M_222_2021_int_91_days_dist_101_days_Forsa,2021-09-26,Forsa,7862400s (~13 weeks),101d 0H 0M 0S,days,2021-06-17,2021-03-18,2021-03-18-2021-06-17,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
175,M_223_2021_int_7_days_dist_1_days_Kantar,2021-09-26,Kantar,604800s (~1 weeks),1d 0H 0M 0S,days,2021-09-25,2021-09-18,2021-09-18-2021-09-25,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
176,M_224_2021_int_7_days_dist_51_days_Kantar,2021-09-26,Kantar,604800s (~1 weeks),51d 0H 0M 0S,days,2021-08-06,2021-07-30,2021-07-30-2021-08-06,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
177,M_225_2021_int_7_days_dist_101_days_Kantar,2021-09-26,Kantar,604800s (~1 weeks),101d 0H 0M 0S,days,2021-06-17,2021-06-10,2021-06-10-2021-06-17,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
178,M_226_2021_int_91_days_dist_1_days_Kantar,2021-09-26,Kantar,7862400s (~13 weeks),1d 0H 0M 0S,days,2021-09-25,2021-06-26,2021-06-26-2021-09-25,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
179,M_227_2021_int_91_days_dist_51_days_Kantar,2021-09-26,Kantar,7862400s (~13 weeks),51d 0H 0M 0S,days,2021-08-06,2021-05-07,2021-05-07-2021-08-06,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
180,M_228_2021_int_91_days_dist_101_days_Kantar,2021-09-26,Kantar,7862400s (~13 weeks),101d 0H 0M 0S,days,2021-06-17,2021-03-18,2021-03-18-2021-06-17,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
181,M_229_2021_int_7_days_dist_1_days_FGW,2021-09-26,FGW,604800s (~1 weeks),1d 0H 0M 0S,days,2021-09-25,2021-09-18,2021-09-18-2021-09-25,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
182,M_230_2021_int_7_days_dist_51_days_FGW,2021-09-26,FGW,604800s (~1 weeks),51d 0H 0M 0S,days,2021-08-06,2021-07-30,2021-07-30-2021-08-06,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
183,M_231_2021_int_7_days_dist_101_days_FGW,2021-09-26,FGW,604800s (~1 weeks),101d 0H 0M 0S,days,2021-06-17,2021-06-10,2021-06-10-2021-06-17,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
184,M_232_2021_int_91_days_dist_1_days_FGW,2021-09-26,FGW,7862400s (~13 weeks),1d 0H 0M 0S,days,2021-09-25,2021-06-26,2021-06-26-2021-09-25,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
185,M_233_2021_int_91_days_dist_51_days_FGW,2021-09-26,FGW,7862400s (~13 weeks),51d 0H 0M 0S,days,2021-08-06,2021-05-07,2021-05-07-2021-08-06,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
186,M_234_2021_int_91_days_dist_101_days_FGW,2021-09-26,FGW,7862400s (~13 weeks),101d 0H 0M 0S,days,2021-06-17,2021-03-18,2021-03-18-2021-06-17,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
187,M_235_2021_int_7_days_dist_1_days_Allens,2021-09-26,Allens,604800s (~1 weeks),1d 0H 0M 0S,days,2021-09-25,2021-09-18,2021-09-18-2021-09-25,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
188,M_236_2021_int_7_days_dist_51_days_Allens,2021-09-26,Allens,604800s (~1 weeks),51d 0H 0M 0S,days,2021-08-06,2021-07-30,2021-07-30-2021-08-06,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
189,M_237_2021_int_7_days_dist_101_days_Allens,2021-09-26,Allens,604800s (~1 weeks),101d 0H 0M 0S,days,2021-06-17,2021-06-10,2021-06-10-2021-06-17,"26 Sep, 2021",0.229979466119097 month(s),,,,,,,,,,,,,,,,,,,
190,M_238_2021_int_91_days_dist_1_days_Allens,2021-09-26,Allens,7862400s (~13 weeks),1d 0H 0M 0S,days,2021-09-25,2021-06-26,2021-06-26-2021-09-25,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
191,M_239_2021_int_91_days_dist_51_days_Allens,2021-09-26,Allens,7862400s (~13 weeks),51d 0H 0M 0S,days,2021-08-06,2021-05-07,2021-05-07-2021-08-06,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
192,M_240_2021_int_91_days_dist_101_days_Allens,2021-09-26,Allens,7862400s (~13 weeks),101d 0H 0M 0S,days,2021-06-17,2021-03-18,2021-03-18-2021-06-17,"26 Sep, 2021",2.98973305954825 month(s),,,,,,,,,,,,,,,,,,,
