name,trend_05,check,trend_05_identical,trend_09,trend_09_identical,trend_AFD_13,trend_AFD_13_identical,trend_AFD_17,trend_AFD_17_identical,trend_AFD_21,trend_AFD_21_identical,trend_CDU_13,trend_CDU_13_identical,trend_CDU_17,trend_CDU_17_identical,trend_CDU_21,trend_CDU_21_identical,trend_sonst_05,trend_sonst_05_identical,trend_sonst_09,trend_sonst_09_identical,trend_sonst_13,trend_sonst_13_identical,trend_sonst_17,trend_sonst_17_identical,trend_sonst_21,trend_sonst_21_identical,no_dataset_identical,how_many_dataset_identical
2022-12-06 03-31-17.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-06 04-31-13.RData,,FALSE_FALSE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,FALSE,5
2022-12-06 05-31-14.RData,,TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,FALSE,11
2022-12-06 06-31-13.RData,,FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,8
2022-12-06 07-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-06 08-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-06 09-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-06 10-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-06 11-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-06 13-31-14.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-06 15-31-14.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-06 16-31-14.RData,,TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,FALSE,10
2022-12-06 17-31-14.RData,,TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,FALSE,7
2022-12-06 20-31-15.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-06 21-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,FALSE,10
2022-12-06 22-31-15.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,FALSE,5
2022-12-06 23-31-14.RData,,FALSE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,FALSE,6
2022-12-07 00-31-14.RData,,FALSE_FALSE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_TRUE,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,FALSE,7
2022-12-07 01-31-14.RData,,FALSE_FALSE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_FALSE_TRUE_TRUE_TRUE_FALSE,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,8
2022-12-07 02-31-14.RData,,FALSE_FALSE_TRUE_TRUE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_FALSE,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,FALSE,4
2022-12-07 03-31-15.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,4
2022-12-07 04-31-13.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-07 05-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-07 06-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-07 08-31-14.RData,,TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_FALSE,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,10
2022-12-07 09-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-07 10-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-07 11-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-07 12-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,12
2022-12-07 13-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,11
2022-12-07 18-31-12.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-07 20-31-13.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-07 21-31-12.RData,,TRUE_TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,FALSE,6
2022-12-07 22-31-14.RData,,TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,FALSE,8
2022-12-07 23-31-13.RData,,TRUE_TRUE_FALSE_TRUE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,FALSE,6
2022-12-08 00-31-13.RData,,FALSE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_TRUE,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,FALSE,8
2022-12-08 01-31-13.RData,,FALSE_FALSE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,FALSE,7
2022-12-08 02-31-13.RData,,FALSE_FALSE_TRUE_TRUE_FALSE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_FALSE,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,FALSE,5
2022-12-08 04-31-13.RData,,FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_FALSE,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,9
2022-12-08 05-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-08 06-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-08 07-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-08 08-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-08 09-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-08 10-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-08 11-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-08 12-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-08 13-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,12
2022-12-08 18-31-15.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-08 19-31-14.RData,,TRUE_FALSE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE_TRUE,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,FALSE,4
2022-12-08 20-31-14.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-08 21-31-14.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,FALSE,5
2022-12-08 22-31-13.RData,,TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,FALSE,9
2022-12-08 23-31-14.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,FALSE,6
2022-12-09 00-31-13.RData,,FALSE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_TRUE_TRUE,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,FALSE,8
2022-12-09 01-31-14.RData,,TRUE_FALSE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_FALSE_TRUE,TRUE,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,TRUE,FALSE,8
2022-12-09 02-31-13.RData,,FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,FALSE,7
2022-12-09 06-31-16.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-09 07-31-13.RData,,TRUE_FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,11
2022-12-09 08-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-09 09-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-09 10-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-09 11-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-09 12-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-09 13-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-09 14-31-14.RData,,TRUE_TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,FALSE,6
2022-12-09 23-31-16.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-10 00-31-13.RData,,FALSE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_FALSE_TRUE,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,FALSE,7
2022-12-10 01-31-14.RData,,TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_TRUE,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,FALSE,9
2022-12-10 02-31-14.RData,,FALSE_FALSE_TRUE_TRUE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,FALSE,5
2022-12-10 03-31-13.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-10 04-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,12
2022-12-10 05-31-13.RData,,TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,FALSE,10
2022-12-10 06-31-14.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,4
2022-12-10 07-31-15.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-10 08-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-10 09-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-10 10-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-10 14-31-14.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-10 19-31-13.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-10 21-31-15.RData,,TRUE_FALSE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE_TRUE,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,FALSE,4
2022-12-10 22-31-13.RData,,FALSE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,9
